,avg_block_size,avg_trx_cost,confirmation_time,difficulty,hash_rate,market_cap,price_usd,total_block_size,total_miner_revenue,total_supply,total_trx_fees,trade_volume,transactions,trx_cost_percent,trx_per_block,trx_volume,unique_addresses
2015-01-13,0.533044866667,6.149144313250001,10.95,43971662056.1,229513.533571,3167787711.0,230.89,28455.0,609318.71,13719900.0,14.44909631,55435210.3932,99090.0,0.778878761966,584.0,338820.0,199744.0
2015-01-14,0.417610099338,6.40245594893,8.46666666667,43971662056.1,330062.319708,2422228637.5,176.5,28518.0,668935.0,13723675.0,15.87551555,75765080.8212,104481.0,0.8432218267560001,607.0,449467.0,228898.0
2015-01-15,0.43344276259,6.5760578476,8.416666666669999,43971662056.1,303832.201585,2994028686.5,218.11,28578.0,761422.01,13727150.0,16.54900624,58159451.6668,115787.0,0.9572361103799999,824.0,364696.0,212403.0
2015-01-16,0.400879020134,6.8249266862199995,8.2,43971662056.1,325690.633354,2819635181.25,205.35,28637.0,768009.0,13730875.0,15.88562435,27461799.4668,112530.0,1.37047797482,731.0,272897.0,219873.0
2015-01-17,0.383941678832,7.54128429747,8.433333333330001,43971662056.1,299460.51523099997,2707305216.0,197.12,28689.0,677501.44,13734300.0,12.64597155,17720961.7024,89839.0,1.80850578675,633.0,190046.0,254267.0
2015-01-18,0.34611230872500004,9.06613277884,8.13333333333,43971662056.1,325690.633354,2901196119.5,211.18,28740.0,789179.66,13738025.0,12.75025624,22608073.58,87047.0,2.45422898125,703.0,152268.0,223392.0
2015-01-19,0.360065896774,8.78036367114,7.85,43971662056.1,338805.692415,2918642141.0,212.39,28795.0,826197.1,13741900.0,15.80453034,14708752.3904,94096.0,2.5408594262,740.0,153098.0,197559.0
2015-01-20,0.441115075,6.491575083430001,9.63333333333,43971662056.1,262301.181225,2927526251.0,212.99,28847.0,641951.86,13744900.0,14.41535966,20941858.2344,98890.0,1.6255303414,653.0,185416.0,194860.0
2015-01-21,0.40686249635,7.380052069310001,9.8,43971662056.1,299460.51523099997,2958639540.0,215.2,28902.0,739857.6,13748325.0,13.96816034,24048570.7942,100251.0,0.830006437351,830.0,414214.0,197159.0
2015-01-22,0.35690779333300005,9.26695058908,8.333333333330001,43971662056.1,327876.476531,3216610342.5,233.9,28955.0,880165.7,13752075.0,13.45202348,29762722.0422,94979.0,1.45342865317,683.0,258905.0,188687.0
2015-01-23,0.379347564516,8.317442585730001,9.11666666667,43971662056.1,271044.553932,3205368430.25,233.03,29002.0,725422.39,13755175.0,13.16868437,20711796.5944,87217.0,1.6577349237,565.0,187786.0,179966.0
2015-01-24,0.399211752066,8.289319201160001,9.48333333333,43971662056.1,264487.024401,3365806048.0,244.64,29050.0,742971.68,13758200.0,12.18056487,20145938.4825,89630.0,1.5591440338,520.0,194786.0,172854.0
2015-01-25,0.405080285714,9.48738216081,9.03333333333,43971662056.1,275416.240286,3400567198.5,247.11,29101.0,781361.82,13761350.0,12.2871243,27596035.9584,82358.0,2.23054184168,621.0,141759.0,256121.0
2015-01-26,0.5219264251969999,8.2169998008,10.266666666699999,43971662056.1,277602.083463,3736655601.75,271.47,29167.0,866260.77,13764525.0,16.3312645,100720023.703,105423.0,0.8978349274590001,540.0,355411.0,236920.0
2015-01-27,0.39193857241400004,9.772475791389999,8.05,43971662056.1,316947.260646,3662740944.5,266.03,29223.0,967817.14,13768150.0,13.84178061,39431712.1896,99035.0,1.4897718107100002,465.0,244198.0,204121.0
2015-01-28,0.299702208861,11.0601599337,6.95,41272873894.7,324166.338972,3432695925.0,249.25,29270.0,987528.5,13772100.0,12.2880246,42321101.3896,89287.0,2.35809071378,566.0,168017.0,165874.0
2015-01-29,0.26547142941199997,11.224964019000002,6.833333333330001,41272873894.7,348786.567248,3212507056.5,233.19,29315.0,993622.59,13776350.0,11.80085579,28900320.0726,88519.0,1.81543640443,692.0,234709.0,171619.0
2015-01-30,0.327844043165,9.288599583139998,9.316666666669999,41272873894.7,285184.310868,3170875530.75,230.11,29360.0,802163.46,13779825.0,11.96990901,23737084.1413,86360.0,1.8072914447,554.0,192885.0,167768.0
2015-01-31,0.328198193548,10.6592953845,8.28333333333,41272873894.7,318011.281903,3166115890.0,229.7,29410.0,892843.9,13783700.0,12.15581794,18587806.7915,83762.0,2.42639584372,612.0,160196.0,239182.0
2015-02-01,0.264493558824,11.8758971121,6.5,41272873894.7,348786.567248,3043276324.0,220.72,29454.0,940487.92,13787950.0,11.00546903,27543601.0008,79193.0,2.63834550131,476.0,161503.0,208727.0
2015-02-02,0.330242510204,9.87866154031,8.46666666667,41272873894.7,301597.796385,3075532375.0,223.0,29502.0,822201.0,13791625.0,12.12436146,20208902.1363,83230.0,2.42851771355,501.0,151821.0,185554.0
2015-02-03,0.390975414815,8.5701010706,9.066666666669999,41272873894.7,276977.56810900004,3262655450.0,236.51,29554.0,801295.88,13795000.0,13.44597638,,93499.0,1.5866061440600001,646.0,213538.0,207461.0
2015-02-04,0.302390118012,10.055339160399999,7.3,41272873894.7,330321.39604099997,3071111004.0,222.56,29602.0,898474.72,13799025.0,12.346230199999999,30551800.211999997,89353.0,2.0200266368,618.0,199849.0,198955.0
2015-02-05,0.33180977551,8.902154774069999,7.483333333330001,41272873894.7,301597.796385,3000292899.0,217.37,29650.0,801443.19,13802700.0,12.51951528,18353317.038,90028.0,1.7796594083000001,690.0,207174.0,181629.0
2015-02-06,0.25809673714299997,11.5889431927,7.033333333330001,41272873894.7,359044.995697,3044045825.25,220.47,29695.0,966981.42,13807075.0,11.45022497,19144002.4733,83440.0,2.2701070250799997,658.0,193207.0,186259.0
2015-02-07,0.273610872093,11.2623095572,7.05,41272873894.7,352889.93862800003,3109769195.0,225.16,29742.0,970889.92,13811375.0,12.10137628,19150007.3408,86207.0,2.62956170562,690.0,163982.0,180449.0
2015-02-08,0.392604117187,8.67617510518,9.21666666667,41272873894.7,262615.76828099997,3087557512.5,223.5,29792.0,717658.5,13814575.0,11.45311434,14151642.784000002,82716.0,2.13897882255,767.0,150118.0,251391.0
2015-02-09,0.368182993548,8.93883079491,8.066666666669999,44455415962.3,342533.06066799996,3045448195.5,220.39,29849.0,856876.32,13818450.0,13.78402009,23588351.1217,95860.0,2.16171738581,664.0,179857.0,197636.0
2015-02-10,0.36605432,8.002648356849999,7.7,44455415962.3,331483.607098,3043095552.0,220.16,29903.0,828682.24,13822200.0,14.18461123,17604948.4605,103551.0,1.8870138107700003,636.0,199469.0,189629.0
2015-02-11,0.379795453333,8.46567268822,7.68333333333,44455415962.3,331483.607098,3069222640.5,221.99,29959.0,835570.36,13825950.0,14.66267797,13688603.9136,98701.0,1.9312943818000001,654.0,194895.0,189188.0
2015-02-12,0.38817359558799996,8.06564313717,7.75,44455415962.3,300545.137102,3067764710.5,221.83,30011.0,757105.79,13829350.0,13.49018655,11937945.2917,93868.0,2.25785090417,638.0,151161.0,202264.0
2015-02-13,0.48198739999999995,7.8535161560699995,8.3,44455415962.3,309384.699958,3319054029.0,239.94,30078.0,843389.1,13832850.0,15.93974552,36397741.1328,107390.0,1.48346467896,649.0,236945.0,256202.0
2015-02-14,0.455842391304,9.26411825726,7.65,44455415962.3,355792.404952,3394323806.25,245.31,30151.0,991297.71,13836875.0,16.67820257,40211567.5896,107004.0,2.1805107858,585.0,185324.0,243646.0
2015-02-15,0.46226338806,9.61324316092,8.15,44455415962.3,296125.355674,3376876497.75,243.99,30212.0,820538.37,13840225.0,13.43496996,55456609.8165,85355.0,1.9952004041599998,582.0,168554.0,295507.0
2015-02-16,0.426626386076,9.04968017883,7.36666666667,44455415962.3,349162.73281,3265287115.5,235.86,30279.0,935184.9,13844175.0,15.54431223,24279753.0308,103339.0,2.27470664711,670.0,174308.0,223579.0
2015-02-17,0.403652129032,9.59726589753,7.733333333330001,44455415962.3,342533.06066799996,3378924200.0,244.0,30341.0,949160.0,13848050.0,15.13607471,23497611.520999998,98899.0,2.57109962555,569.0,151297.0,226216.0
2015-02-18,0.39326231677,9.075365118839999,6.716666666669999,44455415962.3,355792.404952,3253436855.25,234.87,30404.0,948874.8,13852075.0,15.30417671,21686744.8332,104555.0,2.30415264264,707.0,175336.0,223247.0
2015-02-19,0.32233433536600004,10.3500824957,7.216666666669999,44455415962.3,362422.077094,3347513318.25,241.59,30456.0,993659.67,13856175.0,13.71575584,14398443.457999999,96005.0,2.3152126403,756.0,177651.0,181312.0
2015-02-20,0.345417722892,10.4844459151,7.36666666667,44455415962.3,366841.85852199997,3375820757.0,243.56,30513.0,1013940.28,13860325.0,13.92458106,20545399.9086,96709.0,2.64165156345,671.0,157591.0,194679.0
2015-02-21,0.43824936231899997,9.19555915756,8.85,44455415962.3,304964.91853,3405774966.5,245.66,30573.0,850966.24,13863775.0,14.40873654,10804116.033,92541.0,2.19622567518,703.0,157725.0,248310.0
2015-02-22,0.34882119205300005,10.388850141799999,7.833333333330001,44455415962.3,333693.497812,3272741800.0,236.0,30625.0,893732.0,13867550.0,12.44675566,16738060.9113,86028.0,3.5671535340499996,654.0,106163.0,223159.0
2015-02-23,0.426743445255,8.408799826689998,9.15,46684376316.9,317934.93198600004,3288669462.75,237.09,30683.0,815115.42,13870975.0,13.83752097,13288774.0235,96936.0,2.5166670934799997,668.0,136609.0,215517.0
2015-02-24,0.410681304348,7.96173190508,8.8,46684376316.9,320255.62492,3331249442.5,240.1,30739.0,831706.4,13874425.0,14.56045942,11274061.049,104463.0,2.1727902295500003,575.0,159426.0,196851.0
2015-02-25,0.35699675,8.914251562719999,7.06666666667,46684376316.9,362028.097736,3311229561.75,238.59,30794.0,934079.85,13878325.0,15.13904695,9309414.2775,104785.0,2.17355368091,686.0,180120.0,194596.0
2015-02-26,0.385324444444,8.46908671113,8.63333333333,46684376316.9,334179.782525,3296957187.5,237.5,30849.0,858325.0,13881925.0,14.42623973,11102663.7354,101348.0,2.36158240482,708.0,153033.0,189240.0
2015-02-27,0.35955803797499997,9.737956380870001,7.56666666667,46684376316.9,366669.483604,3527012250.0,254.0,30905.0,1006856.0,13885875.0,14.17573583,37037780.1483,103395.0,1.8065605809799998,667.0,219422.0,199935.0
2015-02-28,0.413418037037,9.49596428057,9.95,46684376316.9,313293.546117,3513702465.0,252.98,30960.0,857096.24,13889250.0,13.71948104,11880490.4306,90259.0,2.68235134159,847.0,126307.0,238834.0
2015-03-01,0.39883224,10.794917588099999,7.733333333330001,46684376316.9,348103.94013,3439351080.0,247.56,31019.0,931320.72,13893000.0,12.66952726,19892476.44,86274.0,3.40460775801,609.0,110497.0,229461.0
2015-03-02,0.43588366666699996,9.651804148250001,7.466666666669999,46684376316.9,348103.94013,3666101617.5,263.81,31084.0,993508.46,13896750.0,16.08425123,31556418.9785,102935.0,1.94809240613,668.0,193317.0,213896.0
2015-03-03,0.401849292208,9.76679005333,8.1,46684376316.9,357386.71186700003,3833785480.0,275.8,31145.0,1065967.0,13900600.0,15.32856227,42763249.6188,109142.0,1.6329485742299998,554.0,236688.0,216316.0
2015-03-04,0.390006764331,10.5841043054,7.216666666669999,46684376316.9,364348.79066999996,3916209466.25,281.65,31206.0,1109701.0,13904525.0,15.09375814,35607951.9015,104846.0,1.6584395366,730.0,237573.0,211468.0
2015-03-05,0.473254070175,7.874510355960001,10.516666666699999,46684376316.9,264558.99449899996,3694216021.25,265.63,31259.0,760764.32,13907375.0,14.20542004,34527850.6772,96611.0,1.35177203049,744.0,211870.0,195590.0
2015-03-06,0.41025579113899996,11.2019678936,7.416666666669999,46684376316.9,366669.483604,3785549759.0,272.12,31323.0,1079500.04,13911325.0,17.21188567,24879813.321,96367.0,1.83004934648,619.0,216770.0,199410.0
2015-03-07,0.39519382978699996,10.352037127400001,9.2,46684376316.9,327217.703723,3838133075.5,275.83,31378.0,975886.54,13914850.0,13.57345998,14422135.787999999,94270.0,1.73424804512,734.0,204008.0,222227.0
