,avg_block_size,avg_trx_cost,confirmation_time,difficulty,hash_rate,market_cap,price_usd,total_block_size,total_miner_revenue,total_supply,total_trx_fees,trade_volume,transactions,trx_cost_percent,trx_per_block,trx_volume,unique_addresses
2015-11-11,0.564048615819,8.0662103658,7.68333333333,65848255179.7,579380.209973,4595034502.5,309.9,48912.0,1380604.5,14827475.0,30.2843787,92221766.362,171159.0,0.6635561484100001,857.0,671383.0,340384.0
2015-11-12,0.547871479452,7.90194463717,8.51666666667,65848255179.7,477906.839865,4918001050.0,331.6,48991.0,1218630.0,14831125.0,25.54702522,56103254.6262,154219.0,0.720277627023,982.0,510220.0,301266.0
2015-11-13,0.493198628743,8.88967437002,7.766666666669999,65848255179.7,546646.864777,4928286660.0,332.2,49073.0,1395572.2,14835300.0,26.23777854,35918626.0886,156988.0,0.9677011679899999,1204.0,434122.0,299301.0
2015-11-14,0.531593092105,8.13454329927,9.333333333330001,65848255179.7,497546.846983,4925097290.0,331.9,49153.0,1269517.5,14839100.0,25.03323565,23982824.104000002,156065.0,0.912929517921,1104.0,418981.0,348007.0
2015-11-15,0.5086442965519999,8.489658257919999,8.11666666667,65848255179.7,474633.50534499995,4784255549.25,322.33,49226.0,1175537.51,14842725.0,22.58995092,34851429.837,138467.0,1.06286094013,975.0,343130.0,301039.0
2015-11-16,0.47920073295500004,9.654310927380001,7.033333333330001,65848255179.7,576106.875454,4889455205.0,329.32,49310.0,1457241.0,14847125.0,25.8693141,28628567.5235,150942.0,1.04887231068,892.0,421882.0,310746.0
2015-11-17,0.549028975155,8.59967804921,8.183333333330001,65848255179.7,527006.857659,4989243842.5,335.95,49398.0,1360933.45,14851150.0,26.60929107,32793891.7088,158254.0,1.04447390461,727.0,387851.0,321631.0
2015-11-18,0.662569764286,6.999204446369999,8.933333333330001,65848255179.7,458266.83274700004,4968286239.0,334.46,49490.0,1179974.88,14854650.0,28.65607622,25422981.2093,168587.0,0.7937213692649999,891.0,444488.0,328378.0
2015-11-19,0.589680107143,7.50334819262,10.5,65848255179.7,458266.83274700004,4888331350.0,329.0,49572.0,1159725.0,14858150.0,25.51230756,28290931.152,154561.0,0.9468998385590001,987.0,372267.0,297379.0
2015-11-20,0.520788742138,8.26723737817,7.525,65848255179.7,520460.18862,4765094517.5,320.62,49654.0,1282480.0,14862125.0,25.68798169,35862566.2785,155128.0,1.09416374499,990.0,365576.0,298609.0
2015-11-21,0.482332157303,9.17131040214,7.25,65848255179.7,582653.544493,4839962157.0,325.56,49739.0,1456881.0,14866575.0,25.20808542,14198539.9096,158852.0,1.4246069093399998,1016.0,314122.0,334688.0
2015-11-22,0.40130741954000004,11.134499225699999,7.033333333330001,65848255179.7,569560.2064149999,4793345255.25,322.33,49808.0,1409226.76,14870925.0,22.28715044,11258958.92,126564.0,1.8752822798400002,1051.0,233138.0,265164.0
2015-11-23,0.552857575,9.15270185987,8.4,65848255179.7,523733.52313999995,4826764413.25,324.49,49896.0,1306072.25,14874925.0,25.51151834,13615387.4073,142698.0,1.46580479887,1175.0,274593.0,324317.0
2015-11-24,0.522624796053,8.18285440102,8.71666666667,72722780642.5,549490.493162,4777558597.5,321.1,49975.0,1227886.4,14878725.0,24.94506527,16374683.094,150056.0,1.3439435448500001,832.0,284536.0,307413.0
2015-11-25,0.530170850649,8.260200835610002,7.216666666669999,72722780642.5,556720.631229,4836836875.0,325.0,50056.0,1259375.0,14882575.0,25.58035035,25111070.299000002,152463.0,1.18068865738,1147.0,328198.0,307690.0
2015-11-26,0.569060333333,8.617082498630001,8.23333333333,72722780642.5,585641.183501,5180545500.0,348.0,50148.0,1419492.0,14886625.0,29.18544934,73195270.6758,164730.0,0.9045095791150001,960.0,450963.0,319759.0
2015-11-27,0.570497926174,8.60203905856,8.85,72722780642.5,538645.2860600001,5353676439.0,359.54,50233.0,1348275.0,14890350.0,25.41874713,40156994.3037,156739.0,0.842653926375,1205.0,445023.0,284894.0
2015-11-28,0.612602863014,7.58482208832,8.3,72722780642.5,527800.0789579999,5270688720.0,353.88,50322.0,1301570.64,14894000.0,28.004969899999995,21634897.781999998,171602.0,1.1781254591700001,1182.0,312191.0,349162.0
2015-11-29,0.455331987261,10.9841468973,7.716666666669999,72722780642.5,567565.8383310001,5422546741.5,363.98,50393.0,1436265.08,14897925.0,21.63065329,23486321.6954,130758.0,1.7816482286500002,1102.0,221480.0,269023.0
2015-11-30,0.663142446667,8.18262232625,11.2166666667,72722780642.5,542260.355094,5551320987.75,372.53,50492.0,1408908.46,14901675.0,32.24050832,51791731.6036,172183.0,0.9422460852050001,1191.0,401381.0,384237.0
2015-12-01,0.536199416667,9.41538274658,6.766666666669999,72722780642.5,694093.25452,5356194597.0,359.32,50594.0,1736234.24,14906475.0,32.66538323,44265192.671000004,184404.0,1.05637499183,1045.0,457413.0,365897.0
2015-12-02,0.6674648775509999,7.54633641138,8.36666666667,72722780642.5,531415.147992,5382265947.0,360.98,50692.0,1337791.88,14910150.0,31.42432556,34787805.3576,177277.0,0.7468422190780001,1230.0,496223.0,339855.0
2015-12-03,0.664412569444,7.7279495881199995,8.8,72722780642.5,520569.94088999997,5406085237.5,362.49,50787.0,1316201.19,14913750.0,31.18138861,32249807.7032,170317.0,0.9088632739139999,1208.0,399510.0,317811.0
2015-12-04,0.564399178082,8.24482900885,8.933333333330001,72722780642.5,527800.0789579999,5383391312.0,360.88,50869.0,1326955.76,14917400.0,27.03445429,21785438.5334,160944.0,1.05649308233,1257.0,348038.0,274245.0
2015-12-05,0.623240821429,7.984052184419999,7.716666666669999,72722780642.5,607331.597705,5636186752.0,377.72,50973.0,1598511.04,14921600.0,32.71329254,40058592.2884,200213.0,0.8225907901199999,1078.0,514472.0,426997.0
2015-12-06,0.572171406977,9.39426734232,7.3,72722780642.5,621791.873841,5821698036.0,390.04,51071.0,1688873.2,14925900.0,30.07728753,58053909.7428,179777.0,0.826305802569,1206.0,524019.0,374142.0
2015-12-07,0.6495817880789999,8.1058683015,8.03333333333,79102380900.2,593762.303117,5905880836.5,395.58,51169.0,1505973.06,14929675.0,32.2348716,40437811.302,185788.0,0.880185883787,1266.0,432522.0,340611.0
2015-12-08,0.667387415094,8.23919649969,7.783333333330001,79102380900.2,625219.90858,5898642413.5,394.99,51275.0,1582724.93,14933650.0,32.11371119,22999694.4828,192097.0,0.9352502549099999,1249.0,428441.0,374956.0
2015-12-09,0.643142887006,8.302416686519999,6.416666666669999,79102380900.2,695999.5208729999,6184512430.75,414.01,51388.0,1847312.62,14938075.0,37.33796324,67053317.6352,222503.0,0.883676232118,1258.0,504936.0,414210.0
2015-12-10,0.580618642857,9.70046819136,6.8,79102380900.2,770711.3338479999,6210898129.0,415.64,51501.0,2051183.4,14942975.0,35.30416521,31321399.0962,211452.0,1.09024055937,1179.0,452652.0,403387.0
2015-12-11,0.600046308571,9.28558063997,7.93333333333,79102380900.2,688135.119507,6640958131.5,444.29,51606.0,1961096.06,14947350.0,39.63005169,76154164.2851,211198.0,1.01069685469,1324.0,436728.0,387377.0
2015-12-12,0.68788842515,8.49476467918,8.45,79102380900.2,656677.514044,6370246741.5,426.06,51720.0,1796268.96,14951525.0,41.97835617,107032617.755,211456.0,0.990955805222,1381.0,425448.0,457574.0
2015-12-13,0.6509350671140001,8.85825389066,8.45,79102380900.2,585897.901751,6562214147.5,438.79,51816.0,1648972.82,14955250.0,33.00810311,39287495.8922,186151.0,0.987807877224,1339.0,380438.0,381029.0
2015-12-14,0.670941056818,8.93014596003,7.916666666669999,79102380900.2,692067.32019,6666020040.0,445.6,51934.0,1978018.4,14959650.0,39.48664553,108826070.44,221499.0,1.09889090087,1399.0,403953.0,423138.0
2015-12-15,0.589143512953,9.814896050169999,6.18333333333,79102380900.2,758914.731799,6875876973.0,459.48,52047.0,2234910.72,14964475.0,39.39891977,55276209.2925,227706.0,1.05829822848,1132.0,459606.0,392348.0
2015-12-16,0.6756485595239999,8.65645132588,7.533333333330001,79102380900.2,660609.7147270001,6802214980.25,454.43,52160.0,1926328.77,14968675.0,39.1447328,85536938.6556,222531.0,0.979959420107,1442.0,432569.0,411804.0
2015-12-17,0.676203924528,8.28324535519,7.65,79102380900.2,625219.90858,6788449783.5,453.39,52267.0,1819000.68,14972650.0,37.22822923,30852734.187,219600.0,1.01902121362,1582.0,393711.0,395053.0
2015-12-18,0.6342352625,8.64222714064,7.466666666669999,79102380900.2,629152.109263,6873533517.5,458.95,52368.0,1852781.15,14976650.0,37.92492881,37926164.8115,214387.0,1.01965415971,1341.0,395919.0,383932.0
2015-12-19,0.6721773032260001,8.311525554980001,7.8,93448670796.3,720030.586381,6908418909.0,461.16,52472.0,1803135.6,14980525.0,35.93690521,29418082.56,216944.0,1.05614874536,1524.0,370213.0,427602.0
2015-12-20,0.558967088757,9.67248321937,6.416666666669999,93448670796.3,785065.607087,6518066555.0,434.98,52566.0,1851709.86,14984750.0,32.57857501,54181213.7719,191441.0,1.34572001125,1374.0,316336.0,363933.0
2015-12-21,0.7384723961040001,7.68325439418,7.68333333333,93448670796.3,715385.22776,6575498820.0,438.7,52679.0,1706543.0,14988600.0,40.54469579,52315624.452,222112.0,0.889637606371,918.0,437257.0,451443.0
2015-12-22,0.780452347518,6.96184618832,8.45,93448670796.3,654995.565676,6536266657.5,435.98,52789.0,1553396.74,14992125.0,38.26775215,30613418.7315,223130.0,0.758303952711,802.0,469864.0,391920.0
2015-12-23,0.681074981818,8.305833547979999,7.86666666667,93448670796.3,766484.1726,6619344750.0,441.4,52901.0,1837989.6,14996250.0,39.9396651,28293611.216,221289.0,1.08745753238,1036.0,382912.0,409651.0
2015-12-24,0.7291674295300001,7.522907138989999,9.11666666667,93448670796.3,692158.4346510001,6809238651.25,453.95,53009.0,1709121.75,14999975.0,40.27402729,35843916.0595,227189.0,0.907151542822,1230.0,415035.0,410857.0
2015-12-25,0.652635067164,8.35215615563,8.53333333333,93448670796.3,622478.055323,6826212808.5,454.98,53096.0,1537832.4,15003325.0,30.46228338,19787454.9075,184124.0,1.1746408060100002,1051.0,287748.0,329540.0
2015-12-26,0.47727280107500003,11.4412607078,6.06666666667,93448670796.3,864036.703658,6273183470.25,417.99,53184.0,1955357.22,15007975.0,28.83614603,91276222.4367,170904.0,1.49318675812,1139.0,313290.0,347238.0
2015-12-27,0.457474835897,13.100096196800001,6.016666666669999,93448670796.3,905844.931254,6282277211.0,418.46,53273.0,2050872.46,15012850.0,26.99051992,31955095.3176,156554.0,2.66316725305,915.0,184029.0,341200.0
2015-12-28,0.585629142857,10.304901790399999,7.11666666667,93448670796.3,747902.7381119999,6366854662.5,423.98,53367.0,1719238.9,15016875.0,30.14051256,32740834.4546,166837.0,1.62552485977,1043.0,249458.0,314685.0
2015-12-29,0.657941046053,8.83281736527,8.416666666669999,93448670796.3,706094.510516,6475863612.75,431.13,53467.0,1652090.16,15020675.0,32.07409932,30691408.0275,187040.0,1.6147511629499998,946.0,237312.0,343081.0
2015-12-30,0.56486883237,10.2530192041,7.083333333330001,93448670796.3,803647.041574,6430700000.0,428.0,53564.0,1864368.0,15025000.0,31.69411709,30700004.8378,181836.0,1.86573067224,972.0,233474.0,342062.0
2015-12-31,0.579926861111,9.48758426145,7.43333333333,103880340815.0,743604.444166,6452379124.0,429.34,53647.0,1557216.18,15028600.0,27.14353204,28540927.016,164132.0,2.05815448773,1147.0,176226.0,310331.0
2016-01-01,0.469414296296,11.8693772194,7.783333333330001,103880340815.0,697129.166406,6498773751.75,432.33,53710.0,1467328.02,15031975.0,19.735687699999996,20406959.2119,123623.0,2.6150875125299997,1304.0,129785.0,232199.0
2016-01-02,0.578475175182,10.4883611375,10.0333333333,103880340815.0,707457.005908,6524461476.0,433.94,53789.0,1498828.76,15035400.0,29.83594196,15069490.9225,142904.0,3.26496108967,1235.0,105790.0,334703.0
2016-01-03,0.5257396510069999,11.3752001928,7.13333333333,103880340815.0,769424.042922,6438700586.25,428.13,53867.0,1604631.24,15039125.0,23.84912157,23322149.801999997,141064.0,3.0962180290900005,1085.0,121051.0,295177.0
2016-01-04,0.5454968342859999,11.2056459195,6.38333333333,103880340815.0,903685.9564520001,6513835500.0,433.0,53962.0,1906932.0,15043500.0,29.04309207,21949458.6916,170176.0,2.34811922524,1121.0,187554.0,363742.0
2016-01-05,0.649576226994,9.48733343315,6.733333333330001,103880340815.0,841718.919438,6499047642.5,431.9,54067.0,1774245.2,15047575.0,33.25645748,20487753.0816,187012.0,1.96487252098,968.0,209072.0,365051.0
2016-01-06,0.684647463235,8.32482054114,9.45,103880340815.0,702293.0861569999,6483207481.25,430.75,54160.0,1477472.5,15050975.0,30.18982189,19156844.9786,177478.0,1.59425154919,1057.0,215148.0,338929.0
2016-01-07,0.677849430556,9.26943459659,10.0,103880340815.0,743604.444166,6830411223.25,453.71,54257.0,1648782.14,15054575.0,34.09833151,58478075.9822,177873.0,1.2929318122,1117.0,281067.0,326219.0
2016-01-08,0.623070194286,10.3759790738,7.216666666669999,103880340815.0,903685.9564520001,6731953008.0,447.04,54366.0,1971446.4,15058950.0,35.79529128,41191540.305,190001.0,1.6278743117200003,1252.0,270905.0,366508.0
2016-01-09,0.606929169811,10.1046150224,7.216666666669999,103880340815.0,821063.240434,6780575688.75,450.15,54462.0,1802400.6,15062925.0,29.65980991,17656850.6046,178374.0,2.56124588564,1389.0,156330.0,371151.0
2016-01-10,0.530182182353,11.591775428499998,6.68333333333,103880340815.0,877866.3576959999,6723576172.0,446.24,54552.0,1909014.72,15067175.0,28.84040484,20063783.1186,164687.0,2.23139857559,1504.0,191718.0,363228.0
2016-01-11,0.640220341176,10.6522861307,6.7,103880340815.0,877866.3576959999,6738584831.75,447.11,54660.0,1914972.13,15071425.0,33.93862178,25254134.411,179771.0,1.7925407623299998,1369.0,238935.0,365605.0
2016-01-12,0.5888228977269999,10.0708365877,6.733333333330001,103880340815.0,908849.8762030001,6733767994.5,446.66,54763.0,1980490.44,15075825.0,34.68518114,20987190.7616,196656.0,1.9994186143700001,1386.0,221764.0,372889.0
2016-01-13,0.661572366013,8.65067020477,7.45,113354299801.0,862135.539442,6477765250.5,429.57,54864.0,1657710.63,15079650.0,34.14797822,45901744.1211,191628.0,1.5432361690799998,1222.0,250059.0,341119.0
2016-01-14,0.7364873712119999,7.84716069578,8.88333333333,113354299801.0,743803.2104989999,6514326105.0,431.9,54961.0,1439090.8,15082950.0,32.437961800000004,19112138.8037,183390.0,1.62865554465,1380.0,204586.0,354601.0
2016-01-15,0.780627439024,6.579715296719999,10.5,113354299801.0,693089.355238,5907989110.5,391.62,55057.0,1217938.2,15086025.0,35.56461585,116205455.81799999,185105.0,0.9548091840200001,1342.0,325720.0,344968.0
2016-01-16,0.7594235467630001,6.83182957525,9.3,113354299801.0,783247.320146,5589150800.0,370.4,55162.0,1300104.0,15089500.0,35.06789583,71683286.4755,190301.0,1.15354507695,1568.0,304279.0,393797.0
2016-01-17,0.745804992806,7.017781519319999,8.433333333330001,113354299801.0,783247.320146,5817587213.75,385.45,55265.0,1352544.05,15092975.0,34.12662086,25665045.6335,192731.0,1.94828097687,1370.0,180107.0,447783.0
2016-01-18,0.665721045714,7.947500818010001,5.95,113354299801.0,986102.741192,5816707008.0,385.28,55381.0,1700240.64,15097350.0,38.60077135,25780217.133,213934.0,2.29852085995,1122.0,191993.0,395421.0
2016-01-19,0.7521260402680001,6.92956910589,8.316666666669999,113354299801.0,839596.048215,5718173059.5,378.66,55493.0,1425654.9,15101075.0,40.123582299999995,25270093.755,205735.0,1.65217437466,1166.0,227882.0,382142.0
2016-01-20,0.863243054795,7.698640943110001,8.583333333330001,113354299801.0,822691.429794,6167712359.25,408.33,55619.0,1509187.68,15104725.0,46.36233719,78165567.7533,196033.0,1.177138386,1217.0,313982.0,387569.0
2016-01-21,0.840713619403,6.586529680369999,9.166666666669999,113354299801.0,755072.956112,6164094600.0,408.0,55731.0,1384752.0,15108075.0,44.97159781,37002467.8592,210240.0,1.0235460193700001,1440.0,331592.0,406195.0
2016-01-22,0.722907612121,7.121869830960001,8.333333333330001,113354299801.0,929754.0131229999,5828775540.0,385.7,55850.0,1610297.5,15112200.0,50.43939975,59059297.6044,226106.0,1.57458577823,1470.0,265149.0,413921.0
2016-01-23,0.609391340782,8.73246629138,6.483333333330001,113354299801.0,1008642.2324200001,5872828237.5,388.5,55959.0,1754466.0,15116675.0,41.96522497,24905687.7316,200913.0,1.60623485081,1563.0,281154.0,435226.0
2016-01-24,0.596757951807,8.75482120348,8.03333333333,113354299801.0,935388.8859299999,6120153918.75,404.75,56058.0,1694688.25,15120825.0,37.10747183,26166918.645,193572.0,2.11765489098,1309.0,197719.0,383842.0
2016-01-25,0.651674352601,8.03067642645,6.9,113354299801.0,974832.9955780001,5854794313.5,387.09,56170.0,1691196.21,15125150.0,44.57485172,27947836.8106,210592.0,0.9410453428550001,1186.0,464271.0,404020.0
2016-01-26,0.7503275670730001,6.9203583783200004,8.51666666667,120033340651.0,978569.915444,5962740010.0,394.12,56293.0,1634415.64,15129250.0,47.44277836,23253230.3312,236175.0,1.31246279038,942.0,315971.0,462802.0
2016-01-27,0.727886461039,6.79007730194,7.666666666669999,120033340651.0,918901.0181610001,5969251295.0,394.45,56405.0,1537171.65,15133100.0,47.63990486,17463880.6874,226385.0,1.14146154694,1260.0,341404.0,414610.0
2016-01-28,0.815527412162,6.196263620419999,9.55,120033340651.0,883099.679791,5788917792.0,382.44,56525.0,1434150.0,15136800.0,50.08400338,30483418.7072,231454.0,0.9504215386529999,1414.0,394562.0,445935.0
2016-01-29,0.663735094118,7.278398810539999,7.05,120033340651.0,1014371.25381,5712112523.0,377.26,56637.0,1620331.7,15141050.0,45.3790109,54312432.201000005,222622.0,1.1014958671600001,1149.0,389924.0,424226.0
2016-01-30,0.641980090395,8.048119475770001,7.25,120033340651.0,1056139.48191,5728624464.0,378.24,56750.0,1689976.32,15145475.0,43.85418346,14343796.7501,209984.0,1.14685286792,1086.0,389588.0,428332.0
2016-01-31,0.519653067039,10.070459066,6.81666666667,120033340651.0,1068073.26137,5709410157.0,376.86,56843.0,1698131.16,15149950.0,31.51669344,17760429.7968,168625.0,2.22902999013,1199.0,202151.0,384209.0
2016-02-01,0.715835198864,7.46636965423,8.55,120033340651.0,1050172.59218,5637418200.0,372.0,56968.0,1655772.0,15154350.0,51.0283515,28865406.8139,221764.0,1.09827295342,1218.0,405273.0,437884.0
2016-02-02,0.824635926829,6.69211096647,8.666666666669999,120033340651.0,978569.915444,5661377906.0,373.48,57103.0,1552556.36,15158450.0,57.71349212,19943929.1014,231998.0,1.07385649411,1165.0,387109.0,451155.0
2016-02-03,0.700482402299,8.097153938039998,7.483333333330001,120033340651.0,1038238.8127299999,5585672264.0,368.38,57224.0,1620135.24,15162800.0,48.81393346,23767287.735,200087.0,1.5016448484399998,1369.0,292879.0,388710.0
2016-02-04,0.632844389189,8.935866311889999,6.88333333333,120033340651.0,1103874.59974,5840368670.5,385.06,57341.0,1796689.96,15167425.0,41.25773034,41655064.8085,201065.0,1.4837092758000001,1365.0,314482.0,399236.0
2016-02-05,0.6356581833330001,8.12862345422,6.166666666669999,120033340651.0,1074040.1511,5863797293.25,386.49,57455.0,1755051.09,15171925.0,41.04809873,24231098.3145,215910.0,1.12709879872,1384.0,402893.0,393084.0
2016-02-06,0.652686691099,7.72037911597,6.516666666669999,120033340651.0,1139675.93811,5661516168.0,373.04,57579.0,1796933.68,15176700.0,42.22773725,30866009.8532,232752.0,1.48634280868,1184.0,324084.0,441758.0
2016-02-07,0.665092164835,8.08318855063,6.833333333330001,144116447847.0,1303860.28146,5673840375.0,373.74,57700.0,1714719.12,15181250.0,38.64301185,15640570.8048,212134.0,2.15419087526,1276.0,212980.0,452004.0
2016-02-08,0.7539734968940001,6.92616034712,7.733333333330001,144116447847.0,1153414.86437,5706626345.0,375.8,57821.0,1527627.0,15185275.0,40.9030054,24531012.2045,220559.0,1.63712806502,1245.0,248301.0,396540.0
2016-02-09,0.740162,6.88879444885,8.316666666669999,144116447847.0,1210727.40421,5659759595.0,372.61,57946.0,1589926.87,15189500.0,42.466277000000005,21330382.4776,230799.0,1.46448001512,1049.0,291366.0,429776.0
2016-02-10,0.715897940828,6.915699342999999,7.266666666669999,144116447847.0,1210727.40421,5758117900.5,378.98,58066.0,1617865.62,15193725.0,44.48599145,36978851.3269,233941.0,1.24559323361,1401.0,342728.0,396665.0
2016-02-11,0.637685135417,8.0231817922,5.983333333330001,144116447847.0,1375500.95627,5726044293.75,376.75,58188.0,1824977.0,15198525.0,44.34470738,26042971.8176,227463.0,1.35056115664,1468.0,358666.0,429313.0
2016-02-12,0.665082698113,7.546255113210001,7.1,144116447847.0,1139086.7294100001,5799145650.0,381.46,58293.0,1531180.44,15202500.0,39.88170509,22212756.8286,202906.0,1.2926024189399998,1624.0,310536.0,392638.0
2016-02-13,0.6727405424840001,7.87355478589,7.65,144116447847.0,1096102.3245299999,5909177895.0,388.6,58395.0,1500384.6,15206325.0,36.80013215,18777635.9201,190560.0,1.25329830856,1182.0,308067.0,407580.0
2016-02-14,0.5667196944439999,9.6565918053,6.216666666669999,144116447847.0,1289532.1465,6120531763.5,402.38,58497.0,1824390.92,15210825.0,34.63112968,30702017.3075,188927.0,1.73930446845,1550.0,260679.0,390085.0
2016-02-15,0.751270574324,7.260826337889999,8.23333333333,144116447847.0,1060281.9871200002,6125976346.0,402.64,58608.0,1505873.6,15214525.0,40.18686148,34078398.8376,207397.0,1.03981470472,1425.0,359679.0,424653.0
2016-02-16,0.731926161074,7.0006149556600015,8.65,144116447847.0,1067446.0546,6189110092.5,406.69,58717.0,1531594.54,15218250.0,41.80226206,28047318.6816,218780.0,1.01959811041,1660.0,369361.0,424752.0
2016-02-17,0.8351240428569999,6.5150141379,9.5,144116447847.0,1002969.44728,6363300370.0,418.04,58833.0,1481533.76,15221750.0,44.75593799,39099468.2342,227403.0,0.865280548975,1730.0,409578.0,436155.0
2016-02-18,0.62491515,8.94396042582,5.93333333333,144116447847.0,1289532.1465,6379341962.5,418.97,58945.0,1902961.74,15226250.0,42.68131047,32029699.8436,212765.0,1.26173860214,1826.0,359979.0,416530.0
2016-02-19,0.774219877698,6.82827540454,9.23333333333,163491654909.0,1129682.7804299998,6366329644.5,418.02,59052.0,1471848.42,15229725.0,46.31819386,22201850.3562,215552.0,1.09837789484,1830.0,320564.0,411494.0
2016-02-20,0.744355949367,7.79033752259,7.9,163491654909.0,1284099.85114,6694895489.0,439.48,59169.0,1754843.64,15233675.0,43.09210135,49142940.23899999,225259.0,1.15507521283,1508.0,345692.0,440841.0
2016-02-21,0.840188849206,6.62568713087,9.916666666669999,163491654909.0,1024028.9952100001,6622990722.75,434.67,59274.0,1386597.3,15236825.0,40.65663231,45001750.1744,209276.0,1.01364971626,1399.0,314704.0,399688.0
2016-02-22,0.8595248153849999,6.418718106009999,10.4,163491654909.0,1056537.8522,6682772887.5,438.5,59385.0,1443980.5,15240075.0,43.53246983,25463328.1084,224964.0,1.0151813324299999,1392.0,324376.0,469044.0
2016-02-23,0.8956290814810001,5.78880110959,9.166666666669999,163491654909.0,1097173.92344,6356518650.0,417.0,59505.0,1427391.0,15243450.0,48.21733873,41312427.126,246578.0,0.908054544686,1508.0,376960.0,464117.0
2016-02-24,0.89584400813,5.86218815523,9.833333333330001,163491654909.0,999647.352469,6450804727.5,423.1,59615.0,1319648.9,15246525.0,44.91575935,29085738.813,225112.0,0.942228945892,1968.0,331024.0,411081.0
2016-02-25,0.8358027793100001,7.07539037673,8.96666666667,163491654909.0,1178446.06592,6426413210.0,421.4,59736.0,1547380.8,15250150.0,47.68274149,22095111.3957,218699.0,1.02774329771,2036.0,357288.0,412050.0
2016-02-26,0.75447926,7.66877082142,7.466666666669999,163491654909.0,1219082.13716,6472839926.0,424.34,59849.0,1609521.62,15253900.0,43.148608200000005,24487221.7856,209880.0,1.12656043421,1760.0,336689.0,404307.0
2016-02-27,0.740764992366,7.84558964604,8.55,163491654909.0,1064665.06645,6591099600.0,432.0,59946.0,1431216.0,15257175.0,38.20952225,18649773.6191,182423.0,0.9599318282879999,1663.0,345129.0,378857.0
2016-02-28,0.700333872483,7.26703734362,8.95,163491654909.0,1210954.92291,6615142323.0,433.47,60050.0,1632881.49,15260900.0,42.61977032,22184549.4353,224697.0,1.11513724504,1395.0,337806.0,412223.0
2016-02-29,0.9019573629629999,5.6275994655499995,11.416666666700001,163491654909.0,1097173.92344,6657971469.5,436.18,60171.0,1495225.04,15264275.0,53.45252038,31357633.0752,265695.0,0.660143038863,1497.0,519281.0,470332.0
2016-03-01,0.89761428125,5.3938387070800005,12.416666666700001,163491654909.0,1040283.42371,6593564428.25,431.87,60285.0,1405736.85,15267475.0,55.99857717,30939871.9084,260619.0,0.630642949497,1233.0,516140.0,451258.0
2016-03-02,0.905978573248,6.22475105626,9.98333333333,163491654909.0,1275972.63689,6566549286.0,429.99,60427.0,1720819.98,15271400.0,77.34600309,26429723.2544,276448.0,0.726549086428,1184.0,550823.0,483756.0
2016-03-03,0.918519172932,6.47044694631,10.8,163491654909.0,1080919.49495,6437380104.0,421.44,60549.0,1431631.68,15274725.0,72.72445709,33471079.525,221257.0,0.661068514046,1447.0,513865.0,410737.0
2016-03-04,0.8366466907889999,7.56365254781,9.566666666669999,163491654909.0,1235336.56565,6363200092.0,416.48,60676.0,1604280.96,15278525.0,52.60628503,32002741.2982,212104.0,0.968735774337,1137.0,397632.0,419365.0
2016-03-05,0.773170402516,6.80017806372,8.333333333330001,163491654909.0,1292227.06539,6128282500.0,401.0,60798.0,1619238.0,15282500.0,63.03314682,50904367.533,238117.0,0.80896842456,1196.0,499154.0,422768.0
2016-03-06,0.661320676259,8.38291032504,8.76666666667,158427203767.0,1094688.8032200001,6249823738.5,408.86,60889.0,1437551.76,15285975.0,41.1407975,24330044.9112,171486.0,1.05971478753,1189.0,331787.0,312335.0
2016-03-07,0.651829464516,8.79634315916,7.35,158427203767.0,1220696.14747,6298500809.0,411.94,60990.0,1614392.86,15289850.0,44.13385665,25774187.7886,183530.0,1.2628143302600001,1209.0,310339.0,372418.0
2016-03-08,0.732320567164,7.21521417632,8.5,158427203767.0,1055311.50814,6306762748.0,412.39,61088.0,1399239.27,15293200.0,43.94045893,21813407.596,193929.0,1.1656211921200001,1077.0,291089.0,363851.0
2016-03-09,0.718331939394,9.196733342929999,8.21666666667,158427203767.0,1299450.7376299999,6319324957.5,413.1,61206.0,1725518.7,15297325.0,52.605287100000005,19572952.0075,187623.0,1.5079411904299997,1241.0,277000.0,330958.0
2016-03-10,0.697423130435,8.78604025731,6.833333333330001,158427203767.0,1267948.90157,6365361600.0,416.0,61318.0,1692288.0,15301350.0,43.43549045,24022113.591,192611.0,1.21702670421,1300.0,334257.0,374551.0
2016-03-11,0.627885177914,8.9426200522,7.15,158427203767.0,1283699.8196,6446951118.5,421.22,61420.0,1733741.52,15305425.0,41.22294318,25307656.1388,193874.0,1.2577948669399999,1270.0,327239.0,352895.0
2016-03-12,0.6003884,8.55627379894,7.166666666669999,158427203767.0,1141941.55731,6276710500.0,410.0,61507.0,1501010.0,15309050.0,36.07950062,24825381.6222,175428.0,1.58352261809,1533.0,231193.0,328987.0
2016-03-13,0.5706659465649999,9.65660704668,8.3,158427203767.0,1031685.1310899999,6315415323.0,412.44,61581.0,1362701.76,15312325.0,29.31003112,14705841.4384,141116.0,1.93064353847,1475.0,171135.0,310285.0
2016-03-14,0.734625986755,8.43235639084,7.6,158427203767.0,1189194.31141,6339180629.0,413.89,61691.0,1580232.02,15316100.0,43.83967453,20282050.7868,187401.0,1.4075659721,1398.0,271248.0,393384.0
